N�mero;Fuero;Nombre;Tipo de ente;Direcci�n;Localidad;Departamento judicial;Tel�fono;Latitud;Longitud
1740;PENAL;UNIDAD FUNCIONAL DE INSTRUCCI�N Y JUICIO 21;FISCALIA;COMODORO RIVADAVIA 115;MALVINAS ARGENTINAS;SAN MART�N;50846300 int: 324;-34.5206548;-58.71672222
1742;PENAL;UNIDAD FUNCIONAL DE INSTRUCCI�N Y JUICIO 22;FISCALIA;COMODORO RIVADAVIA 115;MALVINAS ARGENTINAS;SAN MART�N;50846300 int: 334;-34.5206548;-58.71672222
1744;PENAL;UNIDAD FUNCIONAL DE INSTRUCCI�N Y JUICIO 23;FISCALIA;COMODORO RIVADAVIA 115;MALVINAS ARGENTINAS;SAN MART�N;50846300 int: 330;-34.5206548;-58.71672222
1747;PENAL;UNIDAD FUNCIONAL DE INSTRUCCI�N Y JUICIO 25;FISCALIA;COMODORO RIVADAVIA 115;MALVINAS ARGENTINAS;SAN MART�N;58846300 int: 332;-34.5206548;-58.71672222
20;CIVIL Y COMERCIAL;ASESORIA DE INCAPACES 1;ASESORIA DE INCAPACES;BELGRANO 4254;SAN MARTIN;SAN MART�N;48391110 int: 120;-34.580928;-58.540981
39;CIVIL Y COMERCIAL;ASESORIA DE INCAPACES 2;ASESORIA DE INCAPACES;BELGRANO 4254;SAN MARTIN;SAN MART�N;48391110 int: 129;-34.580928;-58.540981
50;CIVIL Y COMERCIAL;ASESORIA DE INCAPACES 3;ASESORIA DE INCAPACES;FELIX BALLESTER 2197;SAN MARTIN;SAN MART�N;47553734;-34.5782097;-58.54179542
83;PENAL;AYUDANTIA FISCAL - DELITOS EN UNIDADES CARCELARIAS;AYUDANTIA FISCAL;RICARDO BALBIN 1753 PISO 2;SAN MARTIN;SAN MART�N;4724600 int: 6050;-34.583286;-58.538902
151;CIVIL Y COMERCIAL;CAMARA DE APELACION EN LO CIVIL Y COMERCIAL 1;CAMARA;AVENIDA BALBIN 1753;SAN MARTIN;SAN MART�N;47245700 int: 25793/96 - 25810;-34.5832818;-58.53901052
153;CIVIL Y COMERCIAL;CAMARA DE APELACION EN LO CIVIL Y COMERCIAL 2;CAMARA;AVENIDA BALBIN 1753;SAN MARTIN;SAN MART�N;47245700 int: 25806/09;-34.5832818;-58.53901052
155;CIVIL Y COMERCIAL;CAMARA DE APELACION EN LO CIVIL Y COMERCIAL 3;CAMARA;AVENIDA BALBIN 1753;SAN MARTIN;SAN MART�N;47245700 int: 25755 /25995;-34.5832818;-58.53901052
199;PENAL;CAMARA DE APELACION Y GARANTIAS EN LO PENAL 1;CAMARA;AVENIDA BALBIN 1753;SAN MARTIN;SAN MART�N;47245700 int: 25771/25772;-34.5832818;-58.53901052
200;PENAL;CAMARA DE APELACION Y GARANTIAS EN LO PENAL 2;CAMARA;AVENIDA BALBIN 1753;SAN MARTIN;SAN MART�N;47245700 int: 25777;-34.5832818;-58.53901052
201;PENAL;CAMARA DE APELACION Y GARANTIAS EN LO PENAL 3;CAMARA;AVENIDA BALBIN 1753;SAN MARTIN;SAN MART�N;47245700 int: 25788;-34.5832818;-58.53901052
221;CONTENCIOSO ADMINISTRATIVO;CAMRA DE APELACION EN LO CONTENCIOSO ADMINISTRATIVO;CAMARA;MITRE 3680;SAN MARTIN;SAN MART�N;47133477;-34.576303;-58.537747
282;CIVIL Y COMERCIAL;CURADURIA OFICIAL;CURADURIA OFICIAL;MORENO 3557;SAN MARTIN;SAN MART�N;47541804;-34.5770943;-58.53451652
288;CIVIL Y COMERCIAL;DEFENSORIA CIVIL;DEFENSORIA;BELGRANO 4254;SAN MARTIN;SAN MART�N;48291110;-34.580928;-58.540981
289;CIVIL Y COMERCIAL;DEFENSORIA CIVIL;DEFENSORIA;BELGRANO 4254;SAN MARTIN;SAN MART�N;48291110;-34.580928;-58.540981
367;PENAL;FISCALIA GENERAL;FISCALIA;RICARDO BALBIN 1753 PISO 11;SAN MARTIN;SAN MART�N;47246022;-34.583286;-58.538902
373;PENAL;FISCALIA GENERAL - ADJUNTOS;FISCALIA;RICARDO BALBIN 1753 PISO 11;SAN MARTIN;SAN MART�N;47246000;-34.583286;-58.538902
396;PENAL;JUZGADO DE EJECUCION 1;JUZGADO;EVA PERON 2535;SAN MARTIN;SAN MART�N;48977721 int: 23128 /23123 /23121;-34.583762;-58.555663
405;PENAL;JUZGADO DE EJECUCION 2;JUZGADO;EVA PERON 2535;SAN MARTIN;SAN MART�N;48977715 int: 23101/ 23102;-34.583762;-58.555663
431;FAMILIA;JUZGADO DE FAMILIA 1- COMPETENCIA SAN MIGUEL;JUZGADO;AYACUCHO 2301;SAN MARTIN;SAN MART�N;47139533;-34.5717754;-58.5369612
432;FAMILIA;JUZGADO DE FAMILIA 1;JUZGADO;AYACUCHO 2301;SAN MARTIN;SAN MART�N;47139533;-34.5717754;-58.5369612
451;FAMILIA;JUZGADO DE FAMILIA 2- COMPETENCIA SAN MIGUEL;JUZGADO;AYACUCHO 2301;SAN MARTIN;SAN MART�N;47139533;-34.5717754;-58.5369612
452;FAMILIA;JUZGADO DE FAMILIA 2;JUZGADO;AYACUCHO 2301;SAN MARTIN;SAN MART�N;47139533;-34.5717754;-58.5369612
465;FAMILIA;JUZGADO DE FAMILIA 3;JUZGADO;AYACUCHO 2301;SAN MARTIN;SAN MART�N;47139533;-34.5717754;-58.5369612
473;FAMILIA;JUZGADO DE FAMILIA 4;JUZGADO;AYACUCHO 2301;SAN MARTIN;SAN MART�N;47139533;-34.5717754;-58.5369612
480;FAMILIA;JUZGADO DE FAMILIA 5;JUZGADO;AYACUCHO 2301;SAN MARTIN;SAN MART�N;47139533;-34.5717754;-58.5369612
487;FAMILIA;JUZGADO DE FAMILIA 6;JUZGADO;AYACUCHO 2301;SAN MARTIN;SAN MART�N;47139533;-34.5717754;-58.5369612
518;PENAL;JUZGADO DE GARANTIAS 1;JUZGADO;PUEYRREDON 3510 PISO 1;SAN MARTIN;SAN MART�N;47132794 int: 22216/17;-34.573577;-58.538408
538;PENAL;JUZGADO DE GARANTIAS 2;JUZGADO;AVENIDA RICARDO BALBIN 1753 PISO 6;SAN MARTIN;SAN MART�N;47245700 int: 25951/25949;-34.5832818;-58.53901052
553;PENAL;JUZGADO DE GARANTIAS 3;JUZGADO;AVENIDA RICARDO BALBIN 1753 PISO 6;SAN MARTIN;SAN MART�N;47245700 int: 25954;-34.5832818;-58.53901052
562;PENAL;JUZGADO DE GARANTIAS 4;JUZGADO;PUEYRREDON 3510;SAN MARTIN;SAN MART�N;47557123;-34.573577;-58.538408
569;PENAL;JUZGADO DE GARANTIAS 5;JUZGADO;PUEYRREDON 3510;SAN MARTIN;SAN MART�N;47529904;-34.573577;-58.538408
575;PENAL;JUZGADO DE GARANTIAS 6;JUZGADO;G�EMES 2378;SAN MARTIN;SAN MART�N;47531197;-34.5774037;-58.54462922
599;PENAL;JUZGADO DE GARANTIAS DEL JOVEN 1;JUZGADO;RIVADAVIA 3351;SAN MARTIN;SAN MART�N;47551250;-34.571525;-58.538368
608;PENAL;JUZGADO DE GARANTIAS DEL JOVEN 2;JUZGADO;RIVADAVIA 3359;SAN MARTIN;SAN MART�N;41526349;-34.571525;-58.538368
624;PENAL;JUZGADO DE LA RESPONSABILIDAD PENAL JUVENIL 1;JUZGADO;RIVADAVIA 3351;SAN MARTIN;SAN MART�N;47138960;-34.571525;-58.538368
628;PENAL;JUZGADO DE LA RESPONSABILIDAD PENAL JUVENIL 2;JUZGADO;RIVADAVIA 3351;SAN MARTIN;SAN MART�N;47531590;-34.571525;-58.538368
755;CIVIL Y COMERCIAL;JUZGADO DE PRIMERA INSTANCIA EN LO CIVIL Y COMERCIAL 1;JUZGADO;AVENIDA BALBIN 1753;SAN MARTIN;SAN MART�N;47245700 int: 25834;-34.5832818;-58.53901052
760;CIVIL Y COMERCIAL;JUZGADO DE PRIMERA INSTANCIA EN LO CIVIL Y COMERCIAL 10;JUZGADO;AVENIDA BALBIN 1753;SAN MARTIN;SAN MART�N;47245700 int: 25870/25871;-34.5832818;-58.53901052
762;CIVIL Y COMERCIAL;JUZGADO DE PRIMERA INSTANCIA EN LO CIVIL Y COMERCIAL 11;JUZGADO;AVENIDA BALBIN 1753;SAN MARTIN;SAN MART�N;47245700 int: 25874;-34.5832818;-58.53901052
764;CIVIL Y COMERCIAL;JUZGADO DE PRIMERA INSTANCIA EN LO CIVIL Y COMERCIAL 12;JUZGADO;AVENIDA BALBIN 1753;SAN MARTIN;SAN MART�N;47245700 int: 25879/25880;-34.5832818;-58.53901052
786;CIVIL Y COMERCIAL;JUZGADO DE PRIMERA INSTANCIA EN LO CIVIL Y COMERCIAL 2;JUZGADO;AVENIDA BALBIN 1753;SAN MARTIN;SAN MART�N;47245700 int: 25837;-34.5832818;-58.53901052
800;CIVIL Y COMERCIAL;JUZGADO DE PRIMERA INSTANCIA EN LO CIVIL Y COMERCIAL 3;JUZGADO;AVENIDA BALBIN 1753;SAN MARTIN;SAN MART�N;47245700 int: 25965/25843/25842;-34.5832818;-58.53901052
811;CIVIL Y COMERCIAL;JUZGADO DE PRIMERA INSTANCIA EN LO CIVIL Y COMERCIAL 4;JUZGADO;AVENIDA BALBIN 1753;SAN MARTIN;SAN MART�N;47245700 int: 25846/25847;-34.5832818;-58.53901052
818;CIVIL Y COMERCIAL;JUZGADO DE PRIMERA INSTANCIA EN LO CIVIL Y COMERCIAL 5;JUZGADO;AVENIDA BALBIN 1753;SAN MARTIN;SAN MART�N;47245700 int: 25850/25851;-34.5832818;-58.53901052
825;CIVIL Y COMERCIAL;JUZGADO DE PRIMERA INSTANCIA EN LO CIVIL Y COMERCIAL 6;JUZGADO;AVENIDA BALBIN 1753;SAN MARTIN;SAN MART�N;47245700 int: 25854/25855;-34.5832818;-58.53901052
831;CIVIL Y COMERCIAL;JUZGADO DE PRIMERA INSTANCIA EN LO CIVIL Y COMERCIAL 7;JUZGADO;AVENIDA BALBIN 1753;SAN MARTIN;SAN MART�N;47245700 int: 25858;-34.5832818;-58.53901052
837;CIVIL Y COMERCIAL;JUZGADO DE PRIMERA INSTANCIA EN LO CIVIL Y COMERCIAL 8;JUZGADO;AVENIDA BALBIN 1753;SAN MARTIN;SAN MART�N;47245700 int: 26860/25862;-34.5832818;-58.53901052
842;CIVIL Y COMERCIAL;JUZGADO DE PRIMERA INSTANCIA EN LO CIVIL Y COMERCIAL 9;JUZGADO;AVENIDA BALBIN 1753;SAN MARTIN;SAN MART�N;47245700 int: 25866/25867;-34.5832818;-58.53901052
855;CONTENCIOSO ADMINISTRATIVO;JUZGADO DE PRIMERA INSTANCIA EN LO CONTENCIOSO ADMINISTRATIVO 1;JUZGADO;MITRE 3680 PISO 1;SAN MARTIN;SAN MART�N;47521299 int: 24222;-34.576303;-58.537747
857;CONTENCIOSO ADMINISTRATIVO;JUZGADO DE PRIMERA INSTANCIA EN LO CONTENCIOSO ADMINISTRATIVO 2;JUZGADO;MITRE 3680 PISO 3;SAN MARTIN;SAN MART�N;47530165 int: 24117;-34.576303;-58.537747
962;PENAL;JUZGADO EN LO CORRECCIONAL 1;JUZGADO;AVENIDA BALBIN 1753 PISO 3;SAN MARTIN;SAN MART�N;47245700 int: 25911;-34.5832818;-58.53901052
974;PENAL;JUZGADO EN LO CORRECCIONAL 2;JUZGADO;BELGRANO 3910 PISO 6;SAN MARTIN;SAN MART�N;47526395;-34.578643;-58.538402
987;PENAL;JUZGADO EN LO CORRECCIONAL 3;JUZGADO;AVENIDA BALBIN 1753;SAN MARTIN;SAN MART�N;47245700 int: 25913;-34.5832818;-58.53901052
995;PENAL;JUZGADO EN LO CORRECCIONAL 4;JUZGADO;BELGRANO 3910 PISO 3;SAN MARTIN;SAN MART�N;47541945 int: 36/37;-34.578643;-58.538402
1000;PENAL;JUZGADO EN LO CORRECCIONAL 5;JUZGADO;BELGRANO 3910 PISO 2;SAN MARTIN;SAN MART�N;47527731 int: 30/35;-34.578643;-58.538402
1002;PENAL;JUZGADO EN LO CORRECCIONAL 6;JUZGADO;EVA PERON 2535 PISO 4;SAN MARTIN;SAN MART�N;48977719;-34.583762;-58.555663
1123;PENAL;TRIBUNAL EN LO CRIMINAL 1;TRIBUNAL;AVENIDA BALBIN 1753;SAN MARTIN;SAN MART�N;47245700 int: 25920/25921;-34.5832818;-58.53901052
1136;PENAL;TRIBUNAL EN LO CRIMINAL 2;TRIBUNAL;AVENIDA BALBIN 1753 PISO 3;SAN MARTIN;SAN MART�N;47245700 int: 25929;-34.5832818;-58.53901052
1145;PENAL;TRIBUNAL EN LO CRIMINAL 3;TRIBUNAL;EVA PERON 2535;SAN MARTIN;SAN MART�N;51979091 int: 23198;-34.583762;-58.555663
1153;PENAL;TRIBUNAL EN LO CRIMINAL 4;TRIBUNAL;AVENIDA BALBIN 1753;SAN MARTIN;SAN MART�N;47245938;-34.5832818;-58.53901052
1159;PENAL;TRIBUNAL EN LO CRIMINAL 5;TRIBUNAL;AVENIDA BALBIN 1753;SAN MARTIN;SAN MART�N;47245700 int: 25944/25946;-34.5832818;-58.53901052
1162;PENAL;TRIBUNAL EN LO CRIMINAL 6;TRIBUNAL;EVA PERON 2535;SAN MARTIN;SAN MART�N;47526561 int: 23108;-34.583762;-58.555663
1164;PENAL;TRIBUNAL EN LO CRIMINAL 7;TRIBUNAL;LINCOLN 3892;SAN MARTIN;SAN MART�N;47530335;-34.5801807;-58.53618752
1715;PENAL;UNIDAD FUNCIONAL DE INSTRUCCION Y JUICIO - DELITOS COMPLEJOS 8 ;FISCALIA;RICARDO BALBIN 2156;SAN MARTIN;SAN MART�N;51977332;-34.5483466;-58.71870212
1716;PENAL;UNIDAD FUNCIONAL DE INSTRUCCION Y JUICIO - DELITOS COMPLEJOS 9;FISCALIA;RICARDO BALBIN 1635;SAN MARTIN;SAN MART�N;47530710;-34.584343;-58.53765
1717;PENAL;UNIDAD FUNCIONAL DE INSTRUCCION Y JUICIO - DELITOS CULPOSOS 4;FISCALIA;RICARDO BALBIN 1959;SAN MARTIN;SAN MART�N;47534905;-34.581505;-58.541124
1720;PENAL;UNIDAD FUNCIONAL DE INSTRUCCION Y JUICIO 1;FISCALIA;RICARDO BALBIN 1753 PISO 11;SAN MARTIN;SAN MART�N;47246035;-34.583286;-58.538902
1722;PENAL;UNIDAD FUNCIONAL DE INSTRUCCION Y JUICIO 10;FISCALIA;RICARDO BALBIN 1753 PISO 2;SAN MARTIN;SAN MART�N;47246069;-34.583286;-58.538902
1726;PENAL;UNIDAD FUNCIONAL DE INSTRUCCION Y JUICIO 14;FISCALIA;RICARDO BALBIN 1635;SAN MARTIN;SAN MART�N;47246103;-34.584343;-58.53765
1727;PENAL;UNIDAD FUNCIONAL DE INSTRUCCION Y JUICIO 14 INSTRUCCION;FISCALIA;YAPEYU 1934;SAN MARTIN;SAN MART�N;51979115;-34.5761519;-58.53465292
1728;PENAL;UNIDAD FUNCIONAL DE INSTRUCCION Y JUICIO 16;FISCALIA;RICARDO BALBIN 1813;SAN MARTIN;SAN MART�N;47246138;-34.582696;-58.539406
1729;PENAL;UNIDAD FUNCIONAL DE INSTRUCCION Y JUICIO 18;FISCALIA;RICARDO BALBIN 1959;SAN MARTIN;SAN MART�N;47139031;-34.581505;-58.541124
1731;PENAL;UNIDAD FUNCIONAL DE INSTRUCCION Y JUICIO 19;FISCALIA;RICARDO BALBIN 1959;SAN MARTIN;SAN MART�N;47139031;-34.581505;-58.541124
1735;PENAL;UNIDAD FUNCIONAL DE INSTRUCCION Y JUICIO 2;FISCALIA;RICARDO BALBIN 1753 PISO 11;SAN MARTIN;SAN MART�N;47246038;-34.583286;-58.538902
1737;PENAL;UNIDAD FUNCIONAL DE INSTRUCCION Y JUICIO 20;FISCALIA;RICARDO BALBIN 1959;SAN MARTIN;SAN MART�N;47139031;-34.581505;-58.541124
1739;PENAL;UNIDAD FUNCIONAL DE INSTRUCCION Y JUICIO 21;FISCALIA;RICARDO BALBIN 1959;SAN MARTIN;SAN MART�N;47139031;-34.581505;-58.541124
1741;PENAL;UNIDAD FUNCIONAL DE INSTRUCCION Y JUICIO 22;FISCALIA;RICARDO BALBIN 1959;SAN MARTIN;SAN MART�N;47139031;-34.581505;-58.541124
1746;PENAL;UNIDAD FUNCIONAL DE INSTRUCCION Y JUICIO 25;FISCALIA;RICARDO BALBIN 1959;SAN MARTIN;SAN MART�N;47139031;-34.581505;-58.541124
1749;PENAL;UNIDAD FUNCIONAL DE INSTRUCCION Y JUICIO 3;FISCALIA;RICARDO BALBIN 1753 PISO 2;SAN MARTIN;SAN MART�N;47246012;-34.583286;-58.538902
1752;PENAL;UNIDAD FUNCIONAL DE INSTRUCCION Y JUICIO 5;FISCALIA;RICARDO BALBIN 1753 PISO 2;SAN MARTIN;SAN MART�N;47246055;-34.583286;-58.538902
1754;PENAL;UNIDAD FUNCIONAL DE INSTRUCCION Y JUICIO 6;FISCALIA;RICARDO BALBIN 1959;SAN MARTIN;SAN MART�N;47534905;-34.581505;-58.541124
1756;PENAL;UNIDAD FUNCIONAL DE INSTRUCCION Y JUICIO 7;FISCALIA;RICARDO BALBIN 1753 PISO 11;SAN MARTIN;SAN MART�N;47246021;-34.583286;-58.538902
286;PENAL;DEFENSORES AREA PENAL 1;DEFENSORIA;RICARDO BALBIN 1753 ENTREPISO 2;SAN MIGUEL;SAN MART�N;47246000;-34.545855;-58.715676
287;PENAL;DEFENSORES AREA PENAL 2;DEFENSORIA;RICARDO BALBIN 1753 ENTREPISO 2;SAN MIGUEL;SAN MART�N;47246000;-34.545855;-58.715676
301;PENAL;DEFENSORIA FUERO PENAL JUVENIL;DEFENSORIA;RICARDO BALBIN 1959;SAN MIGUEL;SAN MART�N;47527044;-34.581505;-58.541124
317;PENAL;DEFENSORIA GENERAL;DEFENSORIA;RICARDO BALBIN 1753 ENTREPISO 2;SAN MIGUEL;SAN MART�N;47246006;-34.545855;-58.715676
328;PENAL;FISCALIA - FUERO PENAL JUVENIL;FISCALIA;RICARDO BALBIN 2156;SAN MIGUEL;SAN MART�N;51974724;-34.5483466;-58.71870212
612;PENAL;JUZGADO DE LA RESPONSABILIDAD PENAL JUVENIL;JUZGADO;MAESTRO D ELIA ;SAN MIGUEL;SAN MART�N;44510893;-34.5489604;-58.6990369
728;PAZ;JUZGADO DE PAZ;JUZGADO;PAUNERO 1685;SAN MIGUEL;SAN MART�N;46646773;-34.540694;-58.712504
1745;PENAL;UNIDAD FUNCIONAL DE INSTRUCCI�N Y JUICIO 24;FISCALIA;PRESIDENTE PERON 305;SAN MIGUEL;SAN MART�N;46678199 int: 105;-34.5516648;-58.69900982
243;PENAL;CASA DE JUSTICIA;CASA DE JUSTICIA;URQUIZA 4464;TRES DE FEBRERO;SAN MART�N;47349065;-34.6059662;-58.55820032
61;PENAL;AYUDANTIA FISCAL - ARRECIFES;AYUDANTIA FISCAL;RIVADAVIA 207;ARRECIFES;SAN NICOL�S;451879;-34.0671447;-60.1082303
32;PENAL;ASESORIA DE INCAPACES 2;ASESORIA DE INCAPACES;Cristobal Col�n 151;MORON;MORON;44896703;-34.6498990;-58.627941
637;PAZ;JUZGADO DE PAZ;JUZGADO;AVENIDA SAN MARTIN 1257;BARADERO;SAN NICOL�S;480203;-33.8093722;-59.50513052
1448;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 8;FISCALIA;JULIAN O'BOARKE 2388;BARADERO;SAN NICOL�S;486226;-33.8173837;-59.51441832
1460;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 9;FISCALIA;JULIAN O'BOARKE 2388;BARADERO;SAN NICOL�S;486226;-33.8173837;-59.51441832
71;PENAL;AYUDANTIA FISCAL - CAPITAN SARMIENTO;AYUDANTIA FISCAL;MORENO 229;CAPITAN SARMIENTO;SAN NICOL�S;4826299;-34.178384;-59.796615
652;PAZ;JUZGADO DE PAZ;JUZGADO;VICENTE LOPEZ Y PLANES 746;CAPITAN SARMIENTO;SAN NICOL�S;481730;-34.171667;-59.793957
125;PENAL;AYUDANTIA FISCAL - RAMALLO;AYUDANTIA FISCAL;SAN MARTIN 17;RAMALLO;SAN NICOL�S;480321;-33.4968151;-60.06190762
717;PAZ;JUZGADO DE PAZ;JUZGADO;BELGRANO 799;RAMALLO;SAN NICOL�S;421201;-33.500351;-60.06075
5;PENAL;ASESORIA DE INCAPACES 1;ASESORIA DE INCAPACES;GUARDIAS NACIONALES 37;SAN NICOLAS;SAN NICOL�S;4505234;-33.327918;-60.215661
24;PENAL;ASESORIA DE INCAPACES 2;ASESORIA DE INCAPACES;GUARDIAS NACIONALES 37;SAN NICOLAS;SAN NICOL�S;4505234;-33.327918;-60.215661
86;PENAL;AYUDANTIA FISCAL - ESTUPEFACIENTES;AYUDANTIA FISCAL;COLON 86;SAN NICOLAS;SAN NICOL�S;4505200;-33.329183;-60.212236
144;CIVIL Y COMERCIAL;CAMARA DE APELACION EN LO CIVIL Y COMERCIAL;CAMARA;GUARDIAS NACIONALES 47;SAN NICOLAS;SAN NICOL�S;4458266;-33.327706;-60.216072
44;PENAL;ASESORIA DE INCAPACES 3;ASESORIA DE INCAPACES;Cristobal Col�n 151;MORON;MORON;44896703;-34.6498990;-58.627941
256;PENAL;CENTRO DE ASISTENCIA A LA VICTIMA;CENTRO DE ASISTENCIA A LA VICTIMA;COLON 86;SAN NICOLAS;SAN NICOL�S;4505200;-33.329183;-60.212236
285;CIVIL Y COMERCIAL;CURADURIA OFICIAL SAN NICOLAS Y PERGAMINO;CURADURIA OFICIAL;AGUIAR 18;SAN NICOLAS;SAN NICOL�S;4451748;-33.3276113;-60.21483232
303;PENAL;DEFENSORIA GENERAL;DEFENSORIA;GUARDIAS NACIONALES 23;SAN NICOLAS;SAN NICOL�S;4505220;-33.328041;-60.215399
352;PENAL;FISCALIA GENERAL;FISCALIA;COLON 86;SAN NICOLAS;SAN NICOL�S;4505200;-33.329183;-60.212236
384;PENAL;JUZGADO DE EJECUCION;JUZGADO;GUARDIAS NACIONALES 47;SAN NICOLAS;SAN NICOL�S;4458231 int: 28531;-33.327706;-60.216072
412;FAMILIA;JUZGADO DE FAMILIA 1;JUZGADO;SAVIO 182;SAN NICOLAS;SAN NICOL�S;4424831 int: 111;-33.338783;-60.212048
439;FAMILIA;JUZGADO DE FAMILIA 2;JUZGADO;SAVIO 182;SAN NICOLAS;SAN NICOL�S;4485881 int: 201;-33.338783;-60.212048
457;FAMILIA;JUZGADO DE FAMILIA 3;JUZGADO;SAVIO 182;SAN NICOLAS;SAN NICOL�S;4452908 int: 301;-33.338783;-60.212048
501;PENAL;JUZGADO DE GARANTIAS 1;JUZGADO;GARIBALDI 9 PISO 1;SAN NICOLAS;SAN NICOL�S;4458268 int: 28268;-33.329191;-60.212048
522;PENAL;JUZGADO DE GARANTIAS 2;JUZGADO;GARIBALDI 9 PISO 1;SAN NICOLAS;SAN NICOL�S;4458213 int: 28240/28241;-33.329191;-60.212048
541;PENAL;JUZGADO DE GARANTIAS 3;JUZGADO;GARIBALDI 9 PISO 1;SAN NICOLAS;SAN NICOL�S;4455028 int: 28111-28298;-33.329191;-60.212048
65;PENAL;AYUDANTIA FISCAL - BERAZATEGUI;AYUDANTIA FISCAL;Calle 14 N� 3789;BERAZATEGUI;QUILMES;42564658;-34.767281;-58.219867
614;PENAL;JUZGADO DE LA RESPONSABILIDAD PENAL JUVENIL 1;JUZGADO;25 DE MAYO 25/29;SAN NICOLAS;SAN NICOL�S;4420002;-33.3315447;-60.21704992
739;CIVIL Y COMERCIAL;JUZGADO DE PRIMERA INSTANCIA EN LO CIVIL Y COMERCIAL 1;JUZGADO;GUARDIAS NACIONALES 47;SAN NICOLAS;SAN NICOL�S;4485904;-33.327706;-60.216072
770;CIVIL Y COMERCIAL;JUZGADO DE PRIMERA INSTANCIA EN LO CIVIL Y COMERCIAL 2;JUZGADO;GUARDIAS NACIONALES 47;SAN NICOLAS;SAN NICOL�S;4458275;-33.327706;-60.216072
93;PENAL;AYUDANTIA FISCAL - ESTUPEFACIENTES - FLORENCIO VARELA;AYUDANTIA FISCAL;Av. Presidente Per�n 465;FLORENCIO VARELA;QUILMES;5087-9500 int: 554;-34.810525;-58.270312
801;CIVIL Y COMERCIAL;JUZGADO DE PRIMERA INSTANCIA EN LO CIVIL Y COMERCIAL 4;JUZGADO;GUARDIAS NACIONALES 47;SAN NICOLAS;SAN NICOL�S;4458239;-33.327706;-60.216072
812;CIVIL Y COMERCIAL;JUZGADO DE PRIMERA INSTANCIA EN LO CIVIL Y COMERCIAL 5;JUZGADO;GUARDIAS NACIONALES 47;SAN NICOLAS;SAN NICOL�S;4458270;-33.327706;-60.216072
819;CIVIL Y COMERCIAL;JUZGADO DE PRIMERA INSTANCIA EN LO CIVIL Y COMERCIAL 6;JUZGADO;GUARDIAS NACIONALES 47;SAN NICOLAS;SAN NICOL�S;4485721;-33.327706;-60.216072
844;CONTENCIOSO ADMINISTRATIVO;JUZGADO DE PRIMERA INSTANCIA EN LO CONTENCIOSO ADMINISTRATIVO 1;JUZGADO;GUARDIAS NACIONALES 47;SAN NICOLAS;SAN NICOL�S;4458200;-33.327706;-60.216072
947;PENAL;JUZGADO EN LO CORRECCIONAL 1;JUZGADO;BARTOLOME MITRE 24;SAN NICOLAS;SAN NICOL�S;4458204;-33.327189;-60.215809
965;PENAL;JUZGADO EN LO CORRECCIONAL 2;JUZGADO;GUARDIAS NACIONALES 47;SAN NICOLAS;SAN NICOL�S;4458224 int: 28224;-33.327706;-60.216072
979;PENAL;JUZGADO EN LO CORRECCIONAL 3;JUZGADO;GUARDIAS NACIONALES 47;SAN NICOLAS;SAN NICOL�S;4458219 int: 28518;-33.327706;-60.216072
1011;PENAL;OFICINA DE RESOLUCION ALTERNATIVA DE CONFLICTOS;OFICINA DE RESOLUCION ALTERNATIVA DE CONFLICTOS;COLON 86;SAN NICOLAS;SAN NICOL�S;4505200;-33.329183;-60.212236
1034;PENAL;SECRETAR�A DE EJECUCION;DEFENSORIA;GUARDIAS NACIONALES 39;SAN NICOLAS;SAN NICOL�S;4505200 int: 5276/8339/5277;-33.327861;-60.215667
1084;LABORAL;TRIBUNAL DEL TRABAJO 1;TRIBUNAL;DE LA NACION 371;SAN NICOLAS;SAN NICOL�S;4425904;-33.334372;-60.22088
1092;LABORAL;TRIBUNAL DEL TRABAJO 2;TRIBUNAL;DE LA NACION 375;SAN NICOLAS;SAN NICOL�S;4437741;-33.334421;-60.220968
1109;PENAL;TRIBUNAL EN LO CRIMINAL 1;TRIBUNAL;GUARDIAS NACIONALES 47;SAN NICOLAS;SAN NICOL�S;4458207;-33.327706;-60.216072
1240;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO - RESPONSABILIDAD JUVENIL 1;FISCALIA;MITRE 188;SAN NICOLAS;SAN NICOL�S;4434357;-33.3301882;-60.2205909
1247;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO - RESPONSABILIDAD JUVENIL 2;FISCALIA;MITRE 188;SAN NICOLAS;SAN NICOL�S;4434357;-33.3301882;-60.2205909
1261;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 1;FISCALIA;COLON 86;SAN NICOLAS;SAN NICOL�S;4505200;-33.329183;-60.212236
1283;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 10;FISCALIA;COLON 86;SAN NICOLAS;SAN NICOL�S;4485982;-33.329183;-60.212236
1352;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 2 - TEMATIZADA PIRATERIA DEL ASFALTO;FISCALIA;COLON 86;SAN NICOLAS;SAN NICOL�S;4505200;-33.329183;-60.212236
